Host,Provider,IP (External),IP (Internal),Open Ports,HTTP Status,HTTP Title,Risk Rating,Findings,Technologies,WAF,DNS Records
mfa-reset.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:mfa-reset.tesla.com.edgekey.net"
mfa-stage.tesla.com,cdn-akamai,23.212.186.68,,,0,,N/A,,,,"A:23.212.186.68, CNAME:eaa-teslazero-cn-rdp.teslamotors.com.srip.net"
mfa.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:mfa.tesla.com.edgekey.net"
mfamobile-dev.tesla.com,,205.234.27.209,,,0,,N/A,,,,A:205.234.27.209
mfauser-dev.tesla.com,,205.234.27.209,,,0,,N/A,,,,A:205.234.27.209
mfs-stg.nv.tesla.com,cdn-akamai,"23.51.65.136, 2a02:26f0:6d00:59d::24d1, 2a02:26f0:6d00:5ae::24d1",,"80, 443",302 -> https://mfs-stg.nv.tesla.com/,302 Found,N/A,,nginx,,"A:23.51.65.136, AAAA:2a02:26f0:6d00:59d::24d1, AAAA:2a02:26f0:6d00:5ae::24d1, CNAME:mfs-stg.nv.tesla.com.edgekey.net"
mfs-supplier-gfb-stg.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
mfs-supplier-uat.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
mfs-supplier.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:mfs-supplier.tesla.com.edgekey.net"
mfs.de.tesla.com,cdn-akamai,"23.218.68.212, 2a02:26f0:c900:781::b12, 2a02:26f0:c900:79c::b12",,"80, 443",302 -> https://mfs.de.tesla.com/,302 Found,N/A,,nginx,,"A:23.218.68.212, AAAA:2a02:26f0:c900:781::b12, AAAA:2a02:26f0:c900:79c::b12, CNAME:mfs.de.tesla.com.edgekey.net"
mfs.nv.tesla.com,cdn-akamai,"23.214.225.154, 23.51.65.136, 2a02:26f0:c900:784::24d1, 2a02:26f0:c900:79d::24d1",,"80, 443",302 -> https://mfs.nv.tesla.com/,302 Found,N/A,,nginx,,"A:23.51.65.136, AAAA:2a02:26f0:c900:784::24d1, AAAA:2a02:26f0:c900:79d::24d1, CNAME:mfs.nv.tesla.com.edgekey.net"
mg._domainkey.tesla.com,,,,,0,,N/A,,,,CNAME:mg.domainkey.u3646657.wl158.sendgrid.net
mg2._domainkey.tesla.com,,,,,0,,N/A,,,,CNAME:mg2.domainkey.u3646657.wl158.sendgrid.net
mobile-links-cdn.eng.vn.cloud.tesla.com,cloud-amazon,"13.32.145.54, 13.32.145.82, 13.32.145.83, 13.32.145.92, 18.239.94.20, 18.239.94.93, 2600:9000:20e1:4400:8:f087:d100:93a1, 2600:9000:20e1:4800:8:f087:d100:93a1, 2600:9000:20e1:6000:8:f087:d100:93a1, 2600:9000:20e1:8600:8:f087:d100:93a1, 2600:9000:20e1:8e00:8:f087:d100:93a1, 2600:9000:20e1:a400:8:f087:d100:93a1, 2600:9000:20e1:ae00:8:f087:d100:93a1, 2600:9000:20e1:f800:8:f087:d100:93a1",,"80, 443",301 -> https://mobile-links-cdn.eng.vn.cloud.tesla.com/,301 Moved Permanently,N/A,,"amazon cloudfront
amazon web services
cpe:/a:amazon:amazon_cloudfront",Cloudfront (Amazon),"A:13.32.145.54, A:13.32.145.82, A:13.32.145.83, A:13.32.145.92, AAAA:2600:9000:20e1:4400:8:f087:d100:93a1, AAAA:2600:9000:20e1:4800:8:f087:d100:93a1, AAAA:2600:9000:20e1:6000:8:f087:d100:93a1, AAAA:2600:9000:20e1:8600:8:f087:d100:93a1, AAAA:2600:9000:20e1:8e00:8:f087:d100:93a1, AAAA:2600:9000:20e1:a400:8:f087:d100:93a1, AAAA:2600:9000:20e1:ae00:8:f087:d100:93a1, AAAA:2600:9000:20e1:f800:8:f087:d100:93a1, CNAME:d14qurt0vbjsqs.cloudfront.net, NS:ns-1310.awsdns-35.org, NS:ns-1760.awsdns-28.co.uk, NS:ns-236.awsdns-29.com, NS:ns-769.awsdns-32.net, SOA:ns-236.awsdns-29.com"
mobile-links-cdn.prd.vn.cloud.tesla.com,cloud-amazon,"2600:9000:2204:4a00:1d:56ed:1b40:93a1, 2600:9000:2204:7600:1d:56ed:1b40:93a1, 2600:9000:2204:c400:1d:56ed:1b40:93a1, 2600:9000:2204:ca00:1d:56ed:1b40:93a1, 2600:9000:2204:cc00:1d:56ed:1b40:93a1, 2600:9000:2204:ce00:1d:56ed:1b40:93a1, 2600:9000:2204:e600:1d:56ed:1b40:93a1, 2600:9000:2204:f400:1d:56ed:1b40:93a1, 52.222.139.103, 52.222.139.120, 52.222.139.82, 52.222.139.90",,"80, 443",301 -> https://mobile-links-cdn.prd.vn.cloud.tesla.com/,301 Moved Permanently,N/A,,"amazon cloudfront
amazon web services
cpe:/a:amazon:amazon_cloudfront",Cloudfront (Amazon),"A:52.222.139.103, A:52.222.139.120, A:52.222.139.82, A:52.222.139.90, AAAA:2600:9000:2204:4a00:1d:56ed:1b40:93a1, AAAA:2600:9000:2204:7600:1d:56ed:1b40:93a1, AAAA:2600:9000:2204:c400:1d:56ed:1b40:93a1, AAAA:2600:9000:2204:ca00:1d:56ed:1b40:93a1, AAAA:2600:9000:2204:cc00:1d:56ed:1b40:93a1, AAAA:2600:9000:2204:ce00:1d:56ed:1b40:93a1, AAAA:2600:9000:2204:e600:1d:56ed:1b40:93a1, AAAA:2600:9000:2204:f400:1d:56ed:1b40:93a1, CNAME:d2qvfxpk5rs4fh.cloudfront.net, NS:ns-1441.awsdns-52.org, NS:ns-1638.awsdns-12.co.uk, NS:ns-673.awsdns-20.net, NS:ns-79.awsdns-09.com, SOA:ns-79.awsdns-09.com"
mobile-links.eng.vn.cloud.tesla.com,cloud-amazon,"35.83.70.100, 54.202.211.77",,443,403,403 Forbidden,N/A,,,,"A:54.202.211.77, CNAME:npuca-eng.usw2.vn.cloud.tesla.com"
mobile-links.prd.vn.cloud.tesla.com,cloud-amazon,"35.85.174.122, 44.231.72.244",,443,403,403 Forbidden,N/A,,,,"A:44.231.72.244, CNAME:npuca-prd.usw2.vn.cloud.tesla.com"
mobile-ops-links.prd.vn.cloud.tesla.com,cloud-amazon,"44.231.72.244, 54.218.161.170",,443,403,403 Forbidden,N/A,,,,"A:44.231.72.244, CNAME:npuca-prd.usw2.vn.cloud.tesla.com"
mobile.kronos.tesla.com,cloud-amazon,"34.215.38.224, 52.89.167.65, 54.200.136.241",,,0,,N/A,,,,"A:34.215.38.224, A:52.89.167.65, A:54.200.136.241, CNAME:frontend-app-1817070613.us-west-2.elb.amazonaws.com"
mobile.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:mobile.tesla.com.edgekey.net"
model3.tesla.com,,205.234.27.221,,,0,,N/A,,,,A:205.234.27.221
monitoring.tesla.com,,,,,0,,N/A,,,,"NS:edns69.ultradns.biz, NS:edns69.ultradns.com, NS:edns69.ultradns.net, NS:edns69.ultradns.org, SOA:edns69.ultradns.com"
mrsproxy06.tesla.com,,209.11.133.58,,,0,,N/A,,,,A:209.11.133.58
mta.email.tesla.com,,13.111.14.190,,,0,,N/A,,,,A:13.111.14.190
mta.emails.tesla.com,,13.111.62.118,,,0,,N/A,,,,A:13.111.62.118
mta.tesla.com,,,,,0,,N/A,,,,MX:mta-tesla-com.mail.protection.outlook.com
mta2.email.tesla.com,,13.111.4.231,,,0,,N/A,,,,A:13.111.4.231
mta2.emails.tesla.com,,13.111.88.1,,,0,,N/A,,,,A:13.111.88.1
mta3.emails.tesla.com,,13.111.88.2,,,0,,N/A,,,,A:13.111.88.2
mta4.emails.tesla.com,,13.111.88.52,,,0,,N/A,,,,A:13.111.88.52
mta5.emails.tesla.com,,13.111.88.53,,,0,,N/A,,,,A:13.111.88.53
myapps.tesla.com,cdn-akamai,"104.80.228.227, 2.17.212.94, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:2.17.212.94, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:myapps.tesla.com.edgekey.net"
nav-maps-cdn-prd.tesla.com,cdn-akamai,"104.80.228.227, 173.223.116.49, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",200,,N/A,,"amazon s3
amazon web services",AWS Elastic Load Balancer (Amazon),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:nav-maps-cdn-prd.tesla.com.edgekey.net"
npuca-eng.euw1.vn.cloud.tesla.com,cloud-amazon,"34.243.52.210, 54.195.55.82",,443,404,404 Not Found,N/A,,,,"A:54.195.55.82, CNAME:npuca-eng-c-ef402bfae12fc934.elb.eu-west-1.amazonaws.com"
npuca-eng.use1.vn.cloud.tesla.com,cloud-amazon,34.205.230.179,,,0,,N/A,,,,"A:34.205.230.179, CNAME:npuca-eng-a-462036cf58dc0e5e.elb.us-east-1.amazonaws.com"
npuca-eng.usw2.vn.cloud.tesla.com,cloud-amazon,34.214.237.199,,443,404,404 Not Found,N/A,,,,"A:34.214.237.199, CNAME:npuca-eng-b-97783d35412e76a9.elb.us-west-2.amazonaws.com"
npuca-prd.euw1.vn.cloud.tesla.com,cloud-amazon,54.75.101.220,,443,404,404 Not Found,N/A,,,,"A:54.75.101.220, CNAME:npuca-prd-c-2c33ad40f3ed58e5.elb.eu-west-1.amazonaws.com"
npuca-prd.use1.vn.cloud.tesla.com,cloud-amazon,44.217.178.219,,,0,,N/A,,,,"A:44.217.178.219, CNAME:npuca-prd-b-2a082f94b88b7152.elb.us-east-1.amazonaws.com"
npuca-prd.usw2.vn.cloud.tesla.com,cloud-amazon,"35.85.174.122, 54.218.161.170",,443,404,404 Not Found,N/A,,,,"A:54.218.161.170, CNAME:npuca-prd-b-9ed38de4b16d39d1.elb.us-west-2.amazonaws.com"
npuhe-eng.euw1.vn.cloud.tesla.com,cloud-amazon,"34.241.116.95, 34.248.150.215",,443,404,404 Not Found,N/A,,,,"A:34.248.150.215, CNAME:npuhe-eng-c-286de95ea00c5e2a.elb.eu-west-1.amazonaws.com"
npuhe-eng.use1.vn.cloud.tesla.com,cloud-amazon,23.21.34.41,,443,404,404 Not Found,N/A,,,,"A:23.21.34.41, CNAME:npuhe-eng-c-cf5920a220e83aaa.elb.us-east-1.amazonaws.com"
npuhe-eng.usw2.vn.cloud.tesla.com,cloud-amazon,44.225.143.164,,443,404,404 Not Found,N/A,,,,"A:44.225.143.164, CNAME:npuhe-eng-c-ef07d5b3ed829c9b.elb.us-west-2.amazonaws.com"
npuhe-prd.euw1.vn.cloud.tesla.com,cloud-amazon,52.208.90.105,,443,404,404 Not Found,N/A,,,,"A:52.208.90.105, CNAME:npuhe-prd-a-fa885b9091476b74.elb.eu-west-1.amazonaws.com"
npuhe-prd.use1.vn.cloud.tesla.com,cloud-amazon,44.216.77.138,,443,404,404 Not Found,N/A,,,,"A:44.216.77.138, CNAME:npuhe-prd-c-e9e8b30c59dffa12.elb.us-east-1.amazonaws.com"
npuhe-prd.usw2.vn.cloud.tesla.com,cloud-amazon,34.213.76.103,,443,404,404 Not Found,N/A,,,,"A:34.213.76.103, CNAME:npuhe-prd-b-171ff57375d757fe.elb.us-west-2.amazonaws.com"
npuv-eng.euw1.vn.cloud.tesla.com,cloud-amazon,54.74.135.116,,443,400,400 No required SSL certificate was sent,N/A,,,,"A:54.74.135.116, CNAME:npuv-eng-a-38adfa93f5795d7c.elb.eu-west-1.amazonaws.com"
npuv-eng.use1.vn.cloud.tesla.com,cloud-amazon,44.215.190.24,,,0,,N/A,,,,"A:44.215.190.24, CNAME:npuv-eng-c-e8cd42b6e8e06ffe.elb.us-east-1.amazonaws.com"
npuv-eng.usw2.vn.cloud.tesla.com,cloud-amazon,52.12.228.242,,443,400,400 No required SSL certificate was sent,N/A,,,,"A:52.12.228.242, CNAME:npuv-eng-b-94d0021698f87193.elb.us-west-2.amazonaws.com"
npuv-prd.euw1.vn.cloud.tesla.com,cloud-amazon,52.49.76.39,,443,400,400 No required SSL certificate was sent,N/A,,,,"A:52.49.76.39, CNAME:npuv-prd-b-5bb8d76a47129e28.elb.eu-west-1.amazonaws.com"
npuv-prd.use1.vn.cloud.tesla.com,cloud-amazon,34.200.123.40,,,0,,N/A,,,,"A:34.200.123.40, CNAME:npuv-prd-a-e35c6a83e43500ab.elb.us-east-1.amazonaws.com"
npuv-prd.usw2.vn.cloud.tesla.com,cloud-amazon,"100.20.60.178, 100.21.252.214",,443,400,400 No required SSL certificate was sent,N/A,,,,"A:100.20.60.178, CNAME:npuv-prd-c-a2aa85266360f4cf.elb.us-west-2.amazonaws.com"
nv.tesla.com,,,,,0,,N/A,,,,"NS:a1-12.akam.net, NS:a10-67.akam.net, NS:a12-64.akam.net, NS:a28-65.akam.net, NS:a7-66.akam.net, NS:a9-67.akam.net, NS:edns69.ultradns.biz, NS:edns69.ultradns.com, NS:edns69.ultradns.net, NS:edns69.ultradns.org, SOA:edns69.ultradns.com"
o1.ptr2410.link.tesla.com,,149.72.247.52,,,0,,N/A,,,,A:149.72.247.52
o2.ptr556.tesla.com,,149.72.134.64,,,0,,N/A,,,,A:149.72.134.64
o3.ptr1444.tesla.com,,149.72.152.236,,,0,,N/A,,,,A:149.72.152.236
o4.ptr1867.tesla.com,,149.72.163.58,,,0,,N/A,,,,A:149.72.163.58
o5.ptr8466.tesla.com,,149.72.172.170,,,0,,N/A,,,,A:149.72.172.170
o6.ptr9437.tesla.com,,168.245.123.10,,,0,,N/A,,,,A:168.245.123.10
o7.ptr6980.tesla.com,,149.72.144.42,,,0,,N/A,,,,A:149.72.144.42
obs.tesla.com,,,,,0,,N/A,,,,"NS:a1-12.akam.net, NS:a10-67.akam.net, NS:a12-64.akam.net, NS:a28-65.akam.net, NS:a7-66.akam.net, NS:a9-67.akam.net, NS:edns69.ultradns.biz, NS:edns69.ultradns.com, NS:edns69.ultradns.net, NS:edns69.ultradns.org, SOA:edns69.ultradns.com"
onboard.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:inside.tesla.com.edgekey.net"
origin-accounts.tesla.com,cdn-akamai,199.120.51.199,,,0,,N/A,,,,"A:199.120.51.199, CNAME:global-static-assets.tesla.com.akadns.net"
origin-api-firebolt.tesla.com,cdn-akamai,62.67.197.132,,,0,,N/A,,,,"A:62.67.197.132, CNAME:ces-api-firebolt.tesla.com.akadns.net"
origin-apps.tesla.com,,209.133.79.43,,,0,,N/A,,,,A:209.133.79.43
origin-assets-teslaaccount-leasing-leasing.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
origin-assets-teslaaccount-ownership-ownership.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:origin-assets-teslaaccount-ownership-ownership.tesla.com.edgekey.net"
origin-auth.tesla.com,cdn-akamai,62.67.197.148,,,0,,N/A,,,,"A:62.67.197.148, CNAME:clsiamp.tesla.com.akadns.net"
origin-bolt-forms.tesla.com,cdn-akamai,8.45.124.153,,,0,,N/A,,,,"A:8.45.124.153, CNAME:origin-bolt-forms.tesla.com.akadns.net"
origin-bolt.tesla.com,cdn-akamai,62.67.197.140,,,0,,N/A,,,,"A:62.67.197.140, CNAME:clsmdcegyp.tesla.com.akadns.net"
origin-burstapp.tesla.com,cdn-akamai,209.133.79.60,,"80, 443",200,Welcome to nginx!,N/A,,"cpe:/a:f5:nginx
f5 bigip
nginx",,"A:209.133.79.60, CNAME:teslamodel3.tesla.com.akadns.net"
origin-checkout-ui-assets.tesla.com,cdn-akamai,199.120.51.199,,,0,,N/A,,,,"A:199.120.51.199, CNAME:global-static-assets.tesla.com.akadns.net"
origin-cicerone.tesla.com,cdn-akamai,199.120.51.203,,,0,,N/A,,,,"A:199.120.51.203, CNAME:clsmdcservicep.tesla.com.akadns.net"
origin-courses.tesla.com,cdn-akamai,199.120.51.240,,,0,,N/A,,,,"A:199.120.51.240, CNAME:origin-courses.tesla.com.akadns.net"
origin-cx-apac.tesla.com,cloud-amazon,"16.162.242.137, 18.166.153.153",,443,404,404 Not Found,N/A,,,,"A:16.162.242.137, A:18.166.153.153, CNAME:ab849ee3ff64546339ff960800583a41-b11d1d969eafc7da.elb.ap-east-1.amazonaws.com"
origin-dro.tesla.com,cdn-akamai,62.67.197.158,,,0,,N/A,,,,"A:62.67.197.158, CNAME:clsmdcwcsp.tesla.com.akadns.net"
origin-edr-eu.tesla.com,cloud-amazon,"34.240.62.42, 34.249.166.209, 52.208.167.222",,"80, 443",404,404 Not Found,N/A,,,,"A:34.240.62.42, A:34.249.166.209, A:52.208.167.222, CNAME:a0dbc6d2552584c37adc409410f8f48c-2083199338.eu-west-1.elb.amazonaws.com"
origin-edr.tesla.com,cdn-akamai,62.67.197.146,,,0,,N/A,,,,"A:62.67.197.146, CNAME:clsgenp.tesla.com.akadns.net"
origin-ehs-stg.tesla.com,cdn-akamai,199.120.51.195,,,0,,N/A,,,,"A:199.120.51.195, CNAME:clswarps.tesla.com.akadns.net"
origin-ehs-stg2.tesla.com,cdn-akamai,199.120.51.195,,,0,,N/A,,,,"A:199.120.51.195, CNAME:clswarps.tesla.com.akadns.net"
origin-ehs.tesla.com,cdn-akamai,199.120.51.239,,,0,,N/A,,,,"A:199.120.51.239, CNAME:warp-ehs.tesla.com.akadns.net"
origin-einvoicing.tesla.com,cdn-akamai,199.120.51.239,,,0,,N/A,,,,"A:199.120.51.239, CNAME:warp-einvoicing.tesla.com.akadns.net"
origin-envoy.tesla.com,cdn-akamai,199.120.51.201,,,0,,N/A,,,,"A:199.120.51.201, CNAME:clsinfp.tesla.com.akadns.net"
origin-external-automation.tesla.com,cdn-akamai,199.120.51.196,,,0,,N/A,,,,"A:199.120.51.196, CNAME:clsmdcwarpp.tesla.com.akadns.net"
origin-external-sandbox-automation.tesla.com,cdn-akamai,62.67.197.136,,,0,,N/A,,,,"A:62.67.197.136, CNAME:clsdatas.tesla.com.akadns.net"
origin-financial-stg.tesla.com,cdn-akamai,62.67.197.142,,,0,,N/A,,,,"A:62.67.197.142, CNAME:clsfins.tesla.com.akadns.net"
origin-financialgateway-stg.tesla.com,cdn-akamai,62.67.197.142,,,0,,N/A,,,,"A:62.67.197.142, CNAME:clsfins.tesla.com.akadns.net"
origin-financialgateway.tesla.com,cdn-akamai,62.67.197.143,,,0,,N/A,,,,"A:62.67.197.143, CNAME:clsmdcfinp.tesla.com.akadns.net"
origin-finops.tesla.com,cdn-akamai,62.67.197.143,,,0,,N/A,,,,"A:62.67.197.143, CNAME:clsmdcfinp.tesla.com.akadns.net"
origin-finplat-prd.tesla.com,cdn-akamai,62.67.197.143,,,0,,N/A,,,,"A:62.67.197.143, CNAME:clsmdcfinp.tesla.com.akadns.net"
origin-finplat-stg.tesla.com,cdn-akamai,62.67.197.142,,,0,,N/A,,,,"A:62.67.197.142, CNAME:clsfins.tesla.com.akadns.net"
origin-finplat.tesla.com,cdn-akamai,62.67.197.143,,,0,,N/A,,,,"A:62.67.197.143, CNAME:clsmdcfinp.tesla.com.akadns.net"
origin-grid.tesla.com,cdn-akamai,62.67.197.140,,,0,,N/A,,,,"A:62.67.197.140, CNAME:clsmdcegyp.tesla.com.akadns.net"
origin-inside.tesla.com,cdn-akamai,199.120.51.196,,,0,,N/A,,,,"A:199.120.51.196, CNAME:clsmdcwarpp.tesla.com.akadns.net"
origin-installations-ext-api.tesla.com,cdn-akamai,62.67.197.140,,,0,,N/A,,,,"A:62.67.197.140, CNAME:clsmdcegyp.tesla.com.akadns.net"
origin-ion.tesla.com,cdn-akamai,199.120.51.203,,,0,,N/A,,,,"A:199.120.51.203, CNAME:clsmdcservicep.tesla.com.akadns.net"
origin-livestream.tesla.com,cdn-akamai,8.45.124.150,,,0,,N/A,,,,"A:8.45.124.150, CNAME:k8clsgen.tesla.com.akadns.net"
origin-location-services-prd.tesla.com,cdn-akamai,199.120.49.229,,,0,,N/A,,,,"A:199.120.49.229, CNAME:clsmdcvehp.tesla.com.akadns.net"
origin-mfa.tesla.com,cdn-akamai,62.67.197.148,,,0,,N/A,,,,"A:62.67.197.148, CNAME:clsmdciamp.tesla.com.akadns.net"
origin-mfs-supplier-gfb-stg.tesla.com,cdn-akamai,199.120.51.221,,,0,,N/A,,,,"A:199.120.51.221, CNAME:clsberfacs.tesla.com.akadns.net"
origin-mfs-supplier.tesla.com,cdn-akamai,199.120.51.212,,,0,,N/A,,,,"A:199.120.51.212, CNAME:clsfacp.tesla.com.akadns.net"
origin-mobile.tesla.com,,209.133.79.82,,80,302 -> https://origin-mobile.tesla.com/,,N/A,,f5 bigip,,A:209.133.79.82
origin-myapps.tesla.com,,209.133.79.97,,,0,,N/A,,,,A:209.133.79.97
origin-na-suppliers.tesla.com,,209.133.79.59,,80,302 -> https://origin-na-suppliers.tesla.com/,,N/A,,f5 bigip,,A:209.133.79.59
origin-onboard.tesla.com,,209.133.79.21,,,0,,N/A,,,,A:209.133.79.21
origin-origin-assets-teslaaccount-leasing-leasing.tesla.com,cdn-akamai,62.67.197.146,,,0,,N/A,,,,"A:62.67.197.146, CNAME:clsmdcgenp.tesla.com.akadns.net"
origin-origin-assets-teslaaccount-ownership-ownership.tesla.com,cdn-akamai,62.67.197.146,,,0,,N/A,,,,"A:62.67.197.146, CNAME:clsmdcgenp.tesla.com.akadns.net"
origin-ownership-web.tesla.com,cdn-akamai,199.120.49.204,,,0,,N/A,,,,"A:199.120.49.204, CNAME:clsmdcvehp.tesla.com.akadns.net"
origin-ownership.tesla.com,cdn-akamai,199.120.56.204,,,0,,N/A,,,,"A:199.120.56.204, CNAME:origin-ownership.tesla.com.akadns.net"
origin-partners.tesla.com,cdn-akamai,199.120.51.196,,,0,,N/A,,,,"A:199.120.51.196, CNAME:clsmdcwarpp.tesla.com.akadns.net"
origin-pay.tesla.com,cdn-akamai,62.67.197.143,,,0,,N/A,,,,"A:62.67.197.143, CNAME:clsmdcfinp.tesla.com.akadns.net"
origin-payment-public-stg.tesla.com,,209.133.79.91,,,0,,N/A,,,,A:209.133.79.91
origin-persona-prd.tesla.com,cdn-akamai,62.67.197.131,,,0,,N/A,,,,"A:62.67.197.131, CNAME:clsvehp.tesla.com.akadns.net"
origin-persona-stg.tesla.com,cdn-akamai,62.67.197.130,,,0,,N/A,,,,"A:62.67.197.130, CNAME:clsvehs.tesla.com.akadns.net"
origin-profile-stg.tesla.com,cdn-akamai,199.120.51.195,,,0,,N/A,,,,"A:199.120.51.195, CNAME:clswarps.tesla.com.akadns.net"
origin-profile.tesla.com,cdn-akamai,199.120.51.196,,,0,,N/A,,,,"A:199.120.51.196, CNAME:clsmdcwarpp.tesla.com.akadns.net"
origin-profileapi-stg.tesla.com,cdn-akamai,199.120.51.195,,,0,,N/A,,,,"A:199.120.51.195, CNAME:clswarps.tesla.com.akadns.net"
origin-profileapi.tesla.com,cdn-akamai,199.120.51.196,,,0,,N/A,,,,"A:199.120.51.196, CNAME:clsmdcwarpp.tesla.com.akadns.net"
origin-ranger-api.tesla.com,cdn-akamai,199.120.51.203,,,0,,N/A,,,,"A:199.120.51.203, CNAME:clsmdcservicep.tesla.com.akadns.net"
origin-ranger.tesla.com,cdn-akamai,199.120.51.203,,,0,,N/A,,,,"A:199.120.51.203, CNAME:clsmdcservicep.tesla.com.akadns.net"
origin-reassignments.tesla.com,cdn-akamai,62.67.197.143,,,0,,N/A,,,,"A:62.67.197.143, CNAME:clsmdcfinp.tesla.com.akadns.net"
origin-recycling-stg.tesla.com,cdn-akamai,199.120.51.195,,,0,,N/A,,,,"A:199.120.51.195, CNAME:clswarps.tesla.com.akadns.net"
origin-repair-api-stg.tesla.com,cdn-akamai,199.120.51.202,,,0,,N/A,,,,"A:199.120.51.202, CNAME:clsservices.tesla.com.akadns.net"
origin-repair-api.tesla.com,cdn-akamai,199.120.51.203,,,0,,N/A,,,,"A:199.120.51.203, CNAME:clsmdcservicep.tesla.com.akadns.net"
origin-repair.tesla.com,cdn-akamai,199.120.51.203,,,0,,N/A,,,,"A:199.120.51.203, CNAME:clsmdcservicep.tesla.com.akadns.net"
origin-roadside.tesla.com,cdn-akamai,199.120.51.203,,,0,,N/A,,,,"A:199.120.51.203, CNAME:clsmdcservicep.tesla.com.akadns.net"
origin-sales-prd.tesla.com,cdn-akamai,62.67.197.132,,,0,,N/A,,,,"A:62.67.197.132, CNAME:ces-sales-prd.tesla.com.akadns.net"
origin-service.tesla.com,cdn-akamai,62.67.197.146,,,0,,N/A,,,,"A:62.67.197.146, CNAME:clsmdcgenp.tesla.com.akadns.net"
origin-serviceapi-stg.tesla.com,cdn-akamai,199.120.51.202,,,0,,N/A,,,,"A:199.120.51.202, CNAME:clsservices.tesla.com.akadns.net"
origin-serviceapi.tesla.com,cdn-akamai,199.120.51.203,,,0,,N/A,,,,"A:199.120.51.203, CNAME:clsmdcservicep.tesla.com.akadns.net"
origin-shop-stage.tesla.com,,,,,0,,N/A,,,,CNAME:commerce-ui.stg.ep.tesla.services
origin-shop.tesla.com,,,,,0,,N/A,,,,CNAME:tesla-ui-commerce-production.prd.ep.tesla.services
origin-slingsdlc.tesla.com,,209.133.79.98,,,0,,N/A,,,,"A:209.133.79.98, CNAME:origin-slingsdlc.teslamotors.com"
origin-sso-dev.tesla.com,cdn-akamai,199.120.56.227,,,0,,N/A,,,,"A:199.120.56.227, CNAME:origin-adfs-dev.sso.global.akadns.net"
